Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
cog_name_figure,preconference_survey,,text,"What is the exact name in your data-set for your [Figure Identification]
variable?  (The [Figure Identification] is one operationalization of the [cognitive] construct.)",,,,,,,,,,,,,
cog_waves_figure,preconference_survey,,text,"At waves was the [Figure Identification] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_figure_logic,preconference_survey,,text,What is the exact name in your data-set for your [Figure Logic] variable?  (The [Figure Logic] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_figure_logic,preconference_survey,,text,"At waves was the [Figure Logic] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_figure_memory,preconference_survey,,text,What is the exact name in your data-set for your [Figure Memory] variable?  (The [Figure Memory] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_figure_memory,preconference_survey,,text,"At waves was the [Figure Memory] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_fluency,preconference_survey,,text,What is the exact name in your data-set for your [Fluency] variable?  (The [Fluency] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_fluency,preconference_survey,,text,"At waves was the [Fluency] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_information,preconference_survey,,text,What is the exact name in your data-set for your [Information] variable?  (The [Information] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_information,preconference_survey,,text,"At waves was the [Information] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_ipss,preconference_survey,,text,What is the exact name in your data-set for your [IPSS Spatial Ability] variable?  (The [IPSS Spatial Ability] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_ipss,preconference_survey,,text,"At waves was the [IPSS Spatial Ability] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_line,preconference_survey,,text,What is the exact name in your data-set for your [Line Orientation] variable?  (The [Line Orientation] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_line,preconference_survey,,text,"At waves was the [Line Orientation] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_logical_mi,preconference_survey,,text,What is the exact name in your data-set for your [Logical Memory Immediate] variable?  (The [Logical Memory Immediate] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_logical_mi,preconference_survey,,text,"At waves was the [Logical Memory Immediate] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_logical_md,preconference_survey,,text,What is the exact name in your data-set for your [Logical Memory Delayed] variable?  (The [Logical Memory Delayed] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_md,preconference_survey,,text,"At waves was the [Logical Memory Delayed] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_matrices,preconference_survey,,text,What is the exact name in your data-set for your [Matrices] variable?  (The [Matrices] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_matrices,preconference_survey,,text,"At waves was the [Matrices] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_memory_ir,preconference_survey,,text,What is the exact name in your data-set for your [Memory in Reality] variable?  (The [Memory in Reality] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_memory_ir,preconference_survey,,text,"At waves was the [Memory in Reality] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_mmse,preconference_survey,,text,What is the exact name in your data-set for your [Mini Mental Status Exam] variable?  (The [Mini Mental Status Exam] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_mmse,preconference_survey,,text,"At waves was the [Mini Mental Status Exam] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_number,preconference_survey,,text,What is the exact name in your data-set for your [Number Comparison] variable?  (The [Number Comparison] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_number,preconference_survey,,text,"At waves was the [Number Comparison] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_speed,preconference_survey,,text,What is the exact name in your data-set for your [Perceptual Speed] variable? (The [Perceptual Speed] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_speed,preconference_survey,,text,"At waves was the [Perceptual Speed] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_picture,preconference_survey,,text,What is the exact name in your data-set for your [Picture Completion] variable? (The [ Picture Completion] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cogl_waves_picture,preconference_survey,,text,"At waves was the [Picture Completion] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_pros_recall_imme,preconference_survey,,text,What is the exact name in your data-set for your [Pros Recall Immediate] variable? (The [Pros Recall Immediate]  is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_pros_recall_imme,preconference_survey,,text,"At waves was the [Pros Recall Immediate] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_pros_recall_delay,preconference_survey,,text,What is the exact name in your data-set for your [Pros Recall Delayed] variable? (The [Pros Recall Immediate] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_pros_recall_delay,preconference_survey,,text,"At waves was the [Pros Recall Immediate] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_pros_recall_total,preconference_survey,,text,What is the exact name in your data-set for your [Pros Recall Total] variable? (The [Pros Recall Total]  is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_pros_total,preconference_survey,,text,"At waves was the [Pros Recall Total] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_reading,preconference_survey,,text,What is the exact name in your data-set for your [Reading] variable? (The [Reading] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_reading,preconference_survey,,text,"At waves was the [Reading] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_rotation,preconference_survey,,text,What is the exact name in your data-set for your [Rotation] variable? (The [Rotation] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_rotation,preconference_survey,,text,"At waves was the [Rotation] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_serial7,preconference_survey,,text,What is the exact name in your data-set for your [Serial7] variable? (The [Serial7] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_serial7,preconference_survey,,text,"At waves was the [Serial7] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_substitution,preconference_survey,,text,What is the exact name in your data-set for your [Substitution] variable? (The [Substitution] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_substitution,preconference_survey,,text,"At waves was the [Substitution] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_switching,preconference_survey,,text,What is the exact name in your data-set for your [Switching] variable? (The [Switching] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_switching,preconference_survey,,text,"At waves was the [Switching] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_synonyms,preconference_survey,,text,What is the exact name in your data-set for your [Synonyms] variable? (The [Synonyms] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_synonyms,preconference_survey,,text,"At waves was the [Synonyms] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_tics,preconference_survey,,text,What is the exact name in your data-set for your [Tics] variable? (The [Tics] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_tics,preconference_survey,,text,"At waves was the [Tics] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_vocabulary,preconference_survey,,text,What is the exact name in your data-set for your [Vocabulary] variable? (The [Vocabulary] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_vocabulary,preconference_survey,,text,"At waves was the [Vocabulary] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_word_list_im,preconference_survey,,text,What is the exact name in your data-set for your [Word List Immediate] variable? (The [Word List Immediate] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_word_list_im,preconference_survey,,text,"At waves was the [Word List Immediate] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_word_list_delay,preconference_survey,,text,What is the exact name in your data-set for your [Word List Delayed] variable? (The [ Word List Delayed] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_waves_word_list_delay,preconference_survey,,text,"At waves was the [Word List Dealyed] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
cog_name_word_list_recog,preconference_survey,,text,What is the exact name in your data-set for your [Word List Recognition] variable? (The [Word List Recognition] is one operationalization of the [cognitive] construct.),,,,,,,,,,,,,
cog_wave_word_list_recog,preconference_survey,,text,"At waves was the [Word List Recognition] variable collected? Enter each wave number, separated by a space.  ",,,,,,,,,,,,,
closing,preconference_survey,,descriptive,"Thank you for you attention on such a detail-oriented survey.  The thoroughness of the items is necessary for the workshop to proceed efficiently.

We hope that future surveys will pre-populate most items with the responses you provided today.

If you have questions, talk to Andrey.",,,,,,,,,,,,,
